strain_id,strain_name,strain_type,strain_rating,effects_profile,flavor_profile,strain_description,strain_profile
1183,Purple Dream,Hybrid,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Grape,Earthy,Tobacco","Purple Dream is the mild child of Granddaddy Purple and Blue Dream. Featuring a strong sour grape smell and musty taste, this hybrid is slightly indica dominant. Purple Dream provides users with a relaxing tingly body sensation and has moderate head-heavy effects. It allows patients to function yet acts as a gentle sedative. This strain is great for those suffering from pain or who just need help winding down. ","Hybrid,Relaxed,Happy,Euphoric,Sleepy,Uplifted,Grape,Earthy,Tobacco"
1184,Purple Elephant,Indica,4.2,"Relaxed,Sleepy,Giggly,Happy,Euphoric","Grape,Earthy,Woody",Strain description currently unavailable,"Indica,Relaxed,Sleepy,Giggly,Happy,Euphoric,Grape,Earthy,Woody"
1185,Purple Frost,Hybrid,0,Effects currently unknown,Flavor profile currently unavailable,"Purple Frost is an indica-dominant hybrid bred by Resin Snob and produced by Samadhi Farms. This pungent cross of Obama Kush and Skunk #1 offers consumers a bouquet of diesel fuel, spices, and a round, earthy undertone. The strain’s effects are relaxing and peaceful, helping consumers shrug off stress and unwind after a long day. Purple Frost stays true to its name with buds coated in frosty trichomes atop dark purple foliage. These chill effects make it a perfect choice for consumers seeking to abate anxiety while donning a stoney glow. ","Hybrid,Effects currently unknown,Flavor profile currently unavailable"
1186,Purple Goo,Indica,4.5,"Relaxed,Euphoric,Happy,Talkative,Uplifted","Flowery,Sweet,Grape","If you’re looking to kick back and unwind after a long day, Purple Goo is there to give you a hand. This indica is pure relaxation with a euphoric twist. Providing users with a moderate-strong heavy body sensation and a sense of spiritual uplift, Purple Goo is a great nighttime strain and works well for users who suffer from pain, stress, and depression. This is a sweet-tasting strain and has a piney, floral smell.","Indica,Relaxed,Euphoric,Happy,Talkative,Uplifted,Flowery,Sweet,Grape"
1187,Purple Gorilla,Hybrid,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Grape,Sweet","Purple Gorilla, named for its violet, oversized buds, is an indica-dominant hybrid that originated in the Bay Area of California. While we can’t be sure of its lineage, Purple Gorilla is said to contain 60% indica genetics, which are evident in its potent relief of pain, insomnia, migraines, and muscle spasms. Its aroma is a sweet fusion of grape, cherry, and citrus, which brings even more allure to its purple, trichome-speckled buds. Following Purple Gorilla’s 7 to 8 week flowering time, growers are rewarded with massive yields of this highly medicinal indica gem. ","Hybrid,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Earthy,Grape,Sweet"
1188,Purple Hashplant,Hybrid,4.2,"Euphoric,Relaxed,Sleepy,Hungry,Happy","Flowery,Earthy,Sweet","Purple Hashplant is a hybrid cannabis strain that provides well-balanced head and body effects along with great flavor. These diligent plants are easy to grow and should be ready with their bouquet of perfumed flowers within 8 to 9 weeks. Buds will have a “purple” taste that their color hints at, full of dark fruit and berry notes. Purple Hashplant produces euphoric effects that are great for relaxing or clearing the mind.","Hybrid,Euphoric,Relaxed,Sleepy,Hungry,Happy,Flowery,Earthy,Sweet"
1189,Purple Haze,Sativa,4.3,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Sweet,Flowery,Earthy","Popularized by Jimi Hendrix’s 1967 classic, Purple Haze delivers a dreamy burst of euphoria that brings veteran consumers back to their psychedelic heyday. This nostalgic sativa staple remains cherished for its high-energy cerebral stimulation that awakens creativity and blissful contentment throughout the day. Purple Haze is believed to have descended from parent strains Purple Thai and Haze, who pass on a mix of sweet and earthy flavors underscored by notes of berry and sharp spice. Following her 8 to 9 week flowering time, Purple Haze buds typically acquire vibrant hues of lavender that further justify the naming of this strain.","Sativa,Uplifted,Happy,Euphoric,Relaxed,Energetic,Sweet,Flowery,Earthy"
1190,Purple Headband,Hybrid,4.3,"Happy,Relaxed,Uplifted,Creative,Focused","Woody,Grape,Berry","Purple Headband is a 50/50 hybrid strain that combines the famous Headband with an unknown “purple” hybrid, resulting in dense pink and purple flowers covered in greenish trichomes. It often produces a strong fruity aroma with just a hint of gasoline, and a similar flavor with undertones of pine. The high has been likened to that of Headband: uplifting yet relaxing with a warm, fuzzy pressure that gradually creeps from your temples across your forehead.      ","Hybrid,Happy,Relaxed,Uplifted,Creative,Focused,Woody,Grape,Berry"
1191,Purple Hindu Kush,Indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Berry,Earthy,Sweet","A cross between Hindu Kush and Purple Afghani, Purple Hindu Kush is almost pure indica and offers the kind of high one would expect from its lineage: deep relaxation along with pronounced pain relief. Featuring dense lavender flowers with bright orange pistils and a thick blanket of trichomes, as well as a pungent sour grape and citrus flavor, PHK will be sure to please indica lovers everywhere.  ","Indica,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Berry,Earthy,Sweet"
1192,Purple Ice,Hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Creative","Flowery,Earthy,Lavender","If you’re looking to knock out stress in a hurry, Purple Ice may be the strain for you. Potent and relaxing, this hybrid is good for any time of day. Slightly sativa-dominant, Purple Ice produces euphoric and focused effects in users. This strain is known for creating a calming, tingly sensation that begins in the head before traveling to the rest of your body. Purple Ice features a slight blueberry scent and a mellow taste, making it a great strain for new users. ","Hybrid,Happy,Relaxed,Euphoric,Uplifted,Creative,Flowery,Earthy,Lavender"
1193,Purple Jack,Hybrid,4.3,"Uplifted,Euphoric,Focused,Relaxed,Creative","Sweet,Citrus,Pine","If you enjoy the sativa-dominant Jack Herer but are looking for more low-key, relaxed effects, Purple Jack is for you. This fruity, spicy hybrid combines Jack Herer with Purple Kush for a buzz that walks somewhere between mental energy and a full-body calm. Over time, the cerebral invigoration may fade to a lethargy conducive for sleep and rest. Enveloped by dark purple leaves, Purple Jack’s buds are typically a dark green color with a heavy sugaring of kief.","Hybrid,Uplifted,Euphoric,Focused,Relaxed,Creative,Sweet,Citrus,Pine"
1194,Purple Jolly Rancher,Indica,4.4,"Focused,Relaxed,Euphoric,Happy,Uplifted","Grape,Flowery,Tropical",Purple Jolly Rancher is a 75% indica cross between Purple Kush and Route 66 (also known as Jolly Rancher).,"Indica,Focused,Relaxed,Euphoric,Happy,Uplifted,Grape,Flowery,Tropical"
1195,Purple Kush,Indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Sweet,Grape","Purple Kush is a pure indica strain that emerged from the Oakland area of California as the result of a Hindu Kush and Purple Afghani cross. Its aroma is subtle and earthy with sweet overtones typical of Kush varieties. Blissful, long-lasting euphoria blankets the mind while physical relaxation rids the body of pain, sleeplessness, and stress. Purple Kush will grow wide rather than tall, and will be ready for harvest following an 8 week flowering time.","Indica,Relaxed,Sleepy,Happy,Euphoric,Hungry,Earthy,Sweet,Grape"
1196,Purple Linda,Indica,5,Relaxed,Flavor profile currently unavailable,Purple Linda by Bedford Grow is a cross between Tom Hill’s Haze and an unknown purple hybrid thought to be a Purple Urkle clone. The result is a visually stunning and aromatically pleasing indica. Purple Linda is known for lavender and fuchsia accents on bright green flowers covered in silver trichomes and curling orange hairs. Notes of orange rind and blackberry combine with creamy floral terpenes for a truly unique aroma. Balanced effects and a unique palate make this delicious strain a welcome companion day or night.,"Indica,Relaxed,Flavor profile currently unavailable"
1197,Purple Martian Kush,Indica,4.5,"Relaxed,Happy,Tingly,Euphoric,Uplifted","Sweet,Grape,Berry","Purple Martian Kush is an indica-dominant cross between Purple Kush, Blackberry Kush, and Martian Mean Green. Its fluffy buds burst with fruity and berry aromas when broken apart, welcoming you to indulge in the euphoria Purple Martian Kush has to offer. Beginning in the head and radiating out to the rest of the body, this indica’s relaxing, blissful effects leave no muscles untouched.","Indica,Relaxed,Happy,Tingly,Euphoric,Uplifted,Sweet,Grape,Berry"
1198,Purple Maui,Hybrid,4.1,"Happy,Energetic,Uplifted,Relaxed,Focused","Grape,Pine,Earthy","Purple Maui is a sativa-dominant hybrid bred by Happy Harvest. These purple buds have a soft, piney aroma, with fast-acting, potent effects useful in treating both mental and physical ailments.","Hybrid,Happy,Energetic,Uplifted,Relaxed,Focused,Grape,Pine,Earthy"
1199,Purple Monkey Balls,Indica,4.6,"Happy,Relaxed,Euphoric,Sleepy,Giggly","Grape,Earthy,Sweet","The genetic heritage of Purple Monkey Balls is somewhat murky. What we do know is that it is an indica-dominant mix of a Northern Californian purple strain -- some claim Mendo Purps, others Granddaddy Purple -- and an indica from Afghanistan, believed to be Deep Chunk. The bulbous purple buds produces a fruity grape aroma that gives way to sweet flavors of pine and berry. The sedating indica effects produce deep relaxation great for chronic pain, but best saved for the end of the day if you need to remain productive.","Indica,Happy,Relaxed,Euphoric,Sleepy,Giggly,Grape,Earthy,Sweet"
1200,Purple Mr Nice,Strain type currently unknown,0,"Relaxed,Sleepy,Euphoric,Happy,Uplifted","Pine,Earthy,Grape",Granddaddy Purple crossed with Mr. Nice.  This strain captures the purple color of GDP and the smell and taste of Mr. Nice.  A very powerful indica that has a high probability of fuzzy couch-lock.,"Strain type currently unknown,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Pine,Earthy,Grape"
1201,Purple Nepal,Indica,4.2,"Relaxed,Happy,Euphoric,Tingly,Sleepy","Berry,Flowery,Spicy/Herbal","Purple Nepal is a cross between an original Nepalese strain and Lemon Thai. A happy, medium-level indica, this strain will not leave you stuck on the couch but is best used when you are looking to unwind at the end of the day. Sweet and flowery, Purple Nepal has a mellow, earthy grape taste that complements its almost completely purple leaves. This strain is easy to cultivate and typically flowers between 8 and 9 weeks. While it may be grown outdoors with some difficulty, it typically grows best and produces high yields when grown indoors.","Indica,Relaxed,Happy,Euphoric,Tingly,Sleepy,Berry,Flowery,Spicy/Herbal"
1202,Purple OG Kush,Indica,4.4,"Sleepy,Relaxed,Happy,Euphoric,Hungry","Earthy,Sweet,Pungent","Have some snacks ready before testing out this extremely potent indica. Providing users with both an intense head and body heavy sensation, Purple OG Kush is one of the more popular medical strains. With a thick aroma of musty berries and pine, the smell and taste of this strain are as strong as the effects themselves. Purple OG Kush may cause you to feel sleepy, cloudy, and unfocused, making this strain perfect for nighttime use. Both new and experienced users should use this strain cautiously, as a little goes a very long way.","Indica,Sleepy,Relaxed,Happy,Euphoric,Hungry,Earthy,Sweet,Pungent"
1203,Purple Pantera,Hybrid,4.8,"Sleepy,Euphoric,Relaxed",Flavor profile currently unavailable,Purple Pantera is an indica-dominant hybrid bred by Snowhigh Seeds. The mix of Pink Panther and Grape Krush genetics produces dark purple hues and a piney OG Kush aroma that is highlighted by sweet grape notes with subtle berry undertones. This strain's fast-acting effects spark bursts of euphoria and deep relaxation that is best saved for the end of the day.,"Hybrid,Sleepy,Euphoric,Relaxed,Flavor profile currently unavailable"
1204,Purple Panty Dropper,Indica,4.3,"Relaxed,Euphoric,Happy,Sleepy,Giggly","Grape,Earthy,Spicy/Herbal","A three-way cross of Purple Haze, Oregon Grape, and Matanuskan Mist, Humboldt Seed Company’s Purple Panty Dropper is named for its deep purple hues and supposed aphrodisiac effects. These beautiful indica-dominant flowers produce a rich, sweet aroma and an energizing, euphoric high.  ","Indica,Relaxed,Euphoric,Happy,Sleepy,Giggly,Grape,Earthy,Spicy/Herbal"
1205,Purple Passion,Indica,4.4,"Relaxed,Sleepy,Happy,Creative,Euphoric","Earthy,Flowery,Spicy/Herbal","Purple Passion is great for unleashing your creative side. Mild for an indica, this strain produces an intermediate body-heavy sensation. While Purple Passion is mostly indica, its sativa genetics create a well-balanced strain that is inspiring and introspective while still providing the physical calming sensation indicas are famous for. Gently relaxing rather than overwhelming, this strain is great for those looking for a little relief from stress and anxiety. Purple Passion’s taste is harsh but pleasant and smells like fruity candy. This strain typically matures in around 9 weeks and produces large, dense buds.","Indica,Relaxed,Sleepy,Happy,Creative,Euphoric,Earthy,Flowery,Spicy/Herbal"
1206,Purple People Eater,Indica,4.1,"Uplifted,Creative,Euphoric,Focused,Relaxed",Grape,Purple People Eater is the lanky indica-dominant cross of (Lapis Mnt. Indica x GDP) x (Afghan x Purple Urkle) that has been known to produce green and purple buds that smell pungent and earthy. These multifaceted buds are herbaceous with a flavor of sweet grape. Enjoy this strong sedative at the end of the day to soothe physical discomfort and restlessness.,"Indica,Uplifted,Creative,Euphoric,Focused,Relaxed,Grape"
1207,Purple Pinecone,Indica,4.6,"Focused,Happy,Euphoric,Relaxed,Sleepy",Flavor profile currently unavailable,"Purple Pinecone by Sagarmatha Seeds is a dense indica known for its heavy effects and generous trichome production. Though its genetics remain unknown, this deep purple strain reeks of pine and earth, hinting at its indica parentage. The weighted effects lay into the body, offering a classic stony sensation that locks you to the couch. This powerful relaxation makes Purple Pinecone ideal for consumers seeking relief from insomnia, stress, and pain. ","Indica,Focused,Happy,Euphoric,Relaxed,Sleepy,Flavor profile currently unavailable"
1208,Purple Power,Sativa,4.4,"Relaxed,Happy,Uplifted,Energetic,Creative","Skunk,Pungent,Earthy","A sativa-dominant cross of Dutch Dope and Skunk #1, Purple Power is a very popular strain with outdoor and greenhouse growers, but is very unpredictable and difficult to manage when grown indoors. Large yields of resinous purple flowers produce a strong sweet smell and a sweet, skunky flavor when smoked. The buzz comes on quick and strong, with trippy visual effects and a relaxed feeling of euphoria that gradually fades to a deep sense of relaxation.","Sativa,Relaxed,Happy,Uplifted,Energetic,Creative,Skunk,Pungent,Earthy"
1209,Purple Princess,Hybrid,4.2,"Relaxed,Aroused,Euphoric,Uplifted,Happy","Sweet,Pungent,Earthy","Purple Princess is not the girl from your average fairy tale. Thought to be the daughter of Cinderella 99 and Ice Princess, this hybrid has a habit of creeping up on you. Fruity and skunky, Purple Princess produces a medium-level effect. While it won’t leave you stuck on the couch, you will feel medicated. Purple Princess is characterized by dense, small, purple buds and typically flowers around 5-6 weeks.","Hybrid,Relaxed,Aroused,Euphoric,Uplifted,Happy,Sweet,Pungent,Earthy"
1210,Purple Punch,Indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Berry,Sweet,Grape","Purple Punch is the sweet and sedating union of two indica-dominant classics. By breeding Larry OG with Granddaddy Purple, the astonishing trichome laden Purple Punch was born, smelling of grape candy, blueberry muffins, and tart Kool-Aid. The potency of this strain gives the consumer a one-two punch to the head and body, initially landing between the eyes and settling down into the limbs. Purple Punch is a delicious dessert strain that is best suited for after dinner. Its effects are preferred for managing nausea, stress, minor body aches, and sleeplessness.","Indica,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Berry,Sweet,Grape"
1211,Purple Rhino,Hybrid,4.8,"Happy,Relaxed,Euphoric,Hungry,Tingly","Sweet,Berry,Skunk","Purple Rhino combines White Rhino’s skunky aroma with the sweet piney flavors of The Purps. It is an indica-dominant hybrid that can weigh heavy on the body, relaxing muscles and cradling you to sleep. Many report increased hunger with this strain, making it a good choice for those suffering from a lack of an appetite. The sedating effects of Purple Rhino make it a powerful weapon when combatting chronic pain and insomnia.","Hybrid,Happy,Relaxed,Euphoric,Hungry,Tingly,Sweet,Berry,Skunk"
1212,Purple Skunk,Hybrid,4.3,"Happy,Relaxed,Sleepy,Focused,Giggly","Earthy,Pungent,Skunk","Purple Skunk is an uplifting, sativa-dominant cross of Skunk #1 and an older purple strain. Its small to medium flowers will mature at 8 to 9 weeks and have a distinctive skunky smell and an earthy, almost wine-like taste. This strain leans heavily toward the active for a euphoric, cheerful buzz. Purple Skunk does have high THC levels, so it can be a bit intense for some patients when it comes to psychoactive effects.","Hybrid,Happy,Relaxed,Sleepy,Focused,Giggly,Earthy,Pungent,Skunk"
1213,Purple Sour Diesel,Hybrid,4.3,"Happy,Euphoric,Tingly,Uplifted,Relaxed","Diesel,Earthy,Pungent","Purple Sour Diesel is a fast-acting, heavy-hitting hybrid. A cross between a sativa, Sour Diesel, and an indica, Purple Kush, Purple Sour Diesel embodies the full force of both strains. Great for nighttime smoking, this strain has a quick onset and a distinctly medicated feel. Featuring heavy head effects and a slight body high, Purple Sour Diesel will energize your mind while leaving you physically relaxed. This strain features a sour, fruity aroma similar to sour grapes.","Hybrid,Happy,Euphoric,Tingly,Uplifted,Relaxed,Diesel,Earthy,Pungent"
1214,Purple Star,Indica,4.6,"Relaxed,Uplifted,Tingly,Sleepy,Euphoric","Berry,Spicy/Herbal,Grape",Purple Star is a pure indica strain bred by Dutch Passion.,"Indica,Relaxed,Uplifted,Tingly,Sleepy,Euphoric,Berry,Spicy/Herbal,Grape"
1215,Purple Swish,Indica,5,"Happy,Energetic,Sleepy,Giggly,Hungry","Berry,Sweet,Grape","Purple Swish is an intensely fruity indica strain. It’s a cross of Purple Urkle and Rare Dankness #1, and expresses dark buds with deep purple hues. This strain’s deep relaxation is coupled with giggly euphoria that will glue you to the couch with a smile on your face. The grower recommends utilizing Purple Swish for migraines, ADD/ADHD, and stress. Purple Swish also has a snappy 50 to 60 day flowering time.  ","Indica,Happy,Energetic,Sleepy,Giggly,Hungry,Berry,Sweet,Grape"
1216,Purple Tangie,Sativa,4.5,"Happy,Euphoric,Energetic,Relaxed,Creative","Citrus,Orange,Tropical","A spin on the citrus-loaded Tangie sativa, Purple Tangie is a flavorful strain that invigorates the spirit with uplifting euphoria. In a show of its quality, Purple Tangie took 1st place in the “Best Medical Sativa Concentrate” category at the 2016 High Times Cannabis Cup in Los Angeles. You may find that Purple Tangie offers an energetic kick to your social skills, but this strain can certainly be enjoyed in isolation, especially when you’re occupied by creative projects.","Sativa,Happy,Euphoric,Energetic,Relaxed,Creative,Citrus,Orange,Tropical"
1217,Purple Thai,Sativa,4.6,"Relaxed,Happy,Uplifted,Focused,Creative","Earthy,Citrus,Sweet",Purple Thai is a mostly sativa strain that crosses Highland Oaxacan Gold with Chocolate Thai.,"Sativa,Relaxed,Happy,Uplifted,Focused,Creative,Earthy,Citrus,Sweet"
1218,Purple Tonic,Indica,3.2,"Happy,Uplifted,Energetic,Euphoric,Sleepy","Blueberry,Nutty,Tree,Fruit",Strain description currently unavailable,"Indica,Happy,Uplifted,Energetic,Euphoric,Sleepy,Blueberry,Nutty,Tree,Fruit"
1219,Purple Trainwreck,Hybrid,4.2,"Relaxed,Happy,Uplifted,Euphoric,Giggly","Earthy,Grape,Sweet","Purple Trainwreck by Humboldt Seed Organization is an indica-dominant strain that combines genetics from Trainwreck and Mendocino Purps. Blooming in hues of bright green and magenta, Purple Trainwreck is as colorful as it is flavorful. Exhibiting a rich aroma of bright citrus, pine, and lavender, this indica appeases the consumer chasing a stimulating cerebral experience anchored in full physical relaxation. Its breeders recommend growing this strain in a warm, dry climate or indoors with sufficient space and nutrients.","Hybrid,Relaxed,Happy,Uplifted,Euphoric,Giggly,Earthy,Grape,Sweet"
1220,Purple Urkle,Indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Grape,Sweet,Berry","Purple Urkle’s history is as complex as its flavor palate. A California strain, the origins are believed to stem from a select phenotype of Mendocino Purps, while the essence is a blend of skunk, berry, and fresh grapes. Consumers report the indica effects to be deeply relaxing, sleep-inducing, and a great option for full-body pain relief. The short onset of effects make it a perfect nighttime strain for those who suffer from insomnia.","Indica,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Grape,Sweet,Berry"
1221,Purple Voodoo,Hybrid,4.4,"Euphoric,Focused,Relaxed,Giggly,Happy","Earthy,Sweet,Woody","Purple Voodoo is one of those true hybrids that is a nearly 50/50 mix of sativa and indica from its Double Purple Doja, Purple Urkle, and Purple Diesel heritage. These plants will flower in 8-10 weeks and will produce dark flowers with traces of purple and red. Its purpleness is evident in its pungent taste and smell, which has a musky quality tinged with grapey sweetness. Since it was bred in California, warm climates or indoors are best for growing (just be aware of the strong smell). As a good mix, this strain boasts both high THC and especially high CBD levels, making it a popular medicinal strain. The high also has a balanced feeling that is both clear and relaxing.","Hybrid,Euphoric,Focused,Relaxed,Giggly,Happy,Earthy,Sweet,Woody"
1222,Purple Widow,Hybrid,4.6,"Relaxed,Euphoric,Hungry,Happy,Creative","Sweet,Earthy,Woody","Purple Widow from De Sjamaan Seeds crosses White Widow with the renowned Dutch outdoor strain Purple Power, resulting in a large, sturdy plant that produces fat, resin-covered purple flowers. The aroma ranges from incense to fruit with floral overtones, and the taste from light berry to citrusy. Effects are generally described as combining a strong indica body high with a racy, cerebral sativa feel. Originally bred in the Netherlands in 2007, Purple Widow is not recommended for indoor growing and can reach over 10 feet in height outdoors.","Hybrid,Relaxed,Euphoric,Hungry,Happy,Creative,Sweet,Earthy,Woody"
1223,Purple Wreck,Indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Creative","Grape,Sweet,Berry","Purple Wreck is the offspring of two very popular strains, Purple Urkle and Trainwreck, and was created by Amsterdam’s DNA genetics. The cross sped up the growth time of the usually slow Urkle, and Purple Wreck plants can be expected to flower quickly in 8-9 weeks. The resulting buds are usually dense and plentiful, making this strain a favorite of growers. These flowers tend to smell both sweet and grassy and taste the same, with the sweet notes of the Purple Urkle dominating.","Indica,Relaxed,Sleepy,Happy,Euphoric,Creative,Grape,Sweet,Berry"
1224,Pvc OG,Indica,4.5,"Tingly,Focused,Talkative,Uplifted,Energetic",Flavor profile currently unavailable,"PVC OG is a proprietary strain introduced by Positive Vibrations Collective in Long Beach, California. This strain was developed to provide focus for times when patients need to medicate without compromising productivity. It can also help to calm anxious thoughts and clear a busy mind.","Indica,Tingly,Focused,Talkative,Uplifted,Energetic,Flavor profile currently unavailable"
1225,Q3,Sativa,3.6,"Happy,Tingly,Uplifted,Giggly,Energetic","Tree,Fruit,Citrus,Orange",A sativa dominant strain.,"Sativa,Happy,Tingly,Uplifted,Giggly,Energetic,Tree,Fruit,Citrus,Orange"
1226,Qleaner,Hybrid,4.4,"Uplifted,Energetic,Happy,Euphoric,Creative","Citrus,Tropical,Chemical","Qleaner is a mostly sativa strain that provides an impressive high to even the most jaded cannabis aficionado. Bred by TGA Genetics by crossing Querkle and Jack's Cleaner, Qleaner delivers uplifting euphoria with fragrant hints of banana.","Hybrid,Uplifted,Energetic,Happy,Euphoric,Creative,Citrus,Tropical,Chemical"
1227,Qrazy Train,Hybrid,4.3,"Relaxed,Creative,Giggly,Uplifted,Hungry","Lemon,Citrus,Earthy","Qrazy Train is a TGA Genetics creation whose crazy name refers to the complex genetics in this Trainwreck, Trinity, Purple Urkle and Space Queen mix. Its diversity comes out in the strain’s unique flavor that includes spice and fruit notes. These flowers usually have deep amber-toned hairs and some purple coloration. A true hybrid, this train will have you feeling mellow and alert. ","Hybrid,Relaxed,Creative,Giggly,Uplifted,Hungry,Lemon,Citrus,Earthy"
1228,Quantum Kush,Sativa,4.7,"Euphoric,Happy,Energetic,Creative,Uplifted","Earthy,Sweet,Pungent","If you are looking for a strain with ridiculously high THC content, Quantum Kush may just be the bud for you. Homegrown Natural Wonders originally produced this mix of Sweet Irish Kush and Timewreck, a combination that passes on a complex aroma that is both earthy and sweet. While the effects are strong, Quantum Kush provides clear-headed and relaxing effects perfect for those dealing with appetite loss, nausea, or depression.","Sativa,Euphoric,Happy,Energetic,Creative,Uplifted,Earthy,Sweet,Pungent"
1229,Querkle,Indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Sweet,Earthy,Grape","A cross between Purple Urkle and Space Queen, Querkle from TGA Genetics is an 80/20 indica-dominant strain that carries a strong grape and berry aroma. Querkle blooms with vibrant lavender hues and a heavy dusting of crystal resin that blankets its bulky colas in a frost-like coat. Heavily euphoric and cerebral, Querkle may be used during the day but is ideal for evening use as it relaxes muscles and guides the mind into sleep.","Indica,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Sweet,Earthy,Grape"
1230,Quin N Tonic,Indica,4.6,"Relaxed,Happy,Focused,Hungry,Sleepy","Sweet,Blueberry,Pungent","Quin-N-Tonic is a high-CBD strain bred by La Plata Labs, who combines genetics from Harlequin and Cannatonic. Led by indica genetics, Quin-N-Tonic produces high yields of frosted purple-tipped buds that carry a sweet, dessert-like blueberry aroma. Its CBD-rich profile makes this strain an excellent choice for patients dealing with pain or inflammation, or for those made uncomfortable by THC’s psychoactive effects.","Indica,Relaxed,Happy,Focused,Hungry,Sleepy,Sweet,Blueberry,Pungent"
1231,Quin N Tonic,Indica,4.6,"Relaxed,Happy,Focused,Hungry,Sleepy","Sweet,Blueberry,Pungent","Quin-N-Tonic is a high-CBD strain bred by La Plata Labs, who combines genetics from Harlequin and Cannatonic. Led by indica genetics, Quin-N-Tonic produces high yields of frosted purple-tipped buds that carry a sweet, dessert-like blueberry aroma. Its CBD-rich profile makes this strain an excellent choice for patients dealing with pain or inflammation, or for those made uncomfortable by THC’s psychoactive effects.","Indica,Relaxed,Happy,Focused,Hungry,Sleepy,Sweet,Blueberry,Pungent"
1232,Qush,Indica,4.5,"Relaxed,Sleepy,Uplifted,Happy,Euphoric","Flowery,Citrus,Pungent","Qush is a 70/30 indica-dominant cannabis strain from TGA Genetics, who combines Pre-98 Bubba Kush with Space Queen. Bred for potency as well as flavor, Qush’s resin-packed buds radiate with sweet aromas of grape, cherry, and hashy spice. This tranquilizing strain has a way of calming worries and upset stomachs, but keep in mind that Qush can have a sedating, cloudy effect on the mind so consider saving this one for evenings and lazy days.","Indica,Relaxed,Sleepy,Uplifted,Happy,Euphoric,Flowery,Citrus,Pungent"
1233,Race Fuel OG,Strain type currently unknown,0,"Relaxed,Hungry,Focused,Euphoric,Tingly","Pungent,Diesel,Pine","Race Fuel OG (aka Race Fuel) by Archive Seeds is a potent hybrid steeped in gassy, earthy genetics. Created from the “High Octane” OG phenotype of OG Kush x Face Off OG, Race Fuel OG harnesses the intense diesel fuel aroma of “High Octane” while incorporating the deep body effects as well as citrus and pine aromas from Face Off OG. Race Fuel’s strong OG Kush backbone gives it mid-range potency with flavor to spare. The strain’s effects hit with a rush of energy to the head and settles down into a cozy, weighted stone that can help abate anxiety, ADD, minor pain, and a lack of appetite. ","Strain type currently unknown,Relaxed,Hungry,Focused,Euphoric,Tingly,Pungent,Diesel,Pine"
1234,Rafael,Sativa,5,Effects currently unknown,Peach,"Rafael (or Raphael) is a sativa-dominant strain bred by Tikun Olam to contain high levels of CBD for patients experiencing sleep and digestive disorders. With a THC content of only 1 percent, Rafael is a top choice for patients disinclined to cannabis’ psychoactive effects. This strain, with CBD levels of up to 18 percent, is named after Raphael Mechoulam, a driving force in cannabis research.","Sativa,Effects currently unknown,Peach"
1235,Rainbow,Strain type currently unknown,0,"Euphoric,Relaxed,Happy,Talkative,Uplifted","Sweet,Citrus,Orange","Rainbow is a 50/50 indica/sativa hybrid from Spanish breeders Lifetime Seeds, created by crossing Dancehall with Blueberry.  A compact, fast flowering strain with little side-branching, it does very well when grown in the “sea-of-green” style. Rainbow presents a wide array of colors towards the end of flowering, hence the moniker. With a spicy-sweet fruity flavor, this tasty hybrid can give consumers a pleasant, creative high and pain relief without a heavy body sensation.  ","Strain type currently unknown,Euphoric,Relaxed,Happy,Talkative,Uplifted,Sweet,Citrus,Orange"
1236,Rainbow Jones,Indica,5,"Relaxed,Talkative,Uplifted,Happy,Aroused","Diesel,Sweet,Grape","Rainbow Jones by Connoisseur Genetics is a colorful indica-dominant strain with golden hairs and varying shades of purple. Created by crossing Granddaddy Purple and Casey Jones, this strain offers predominantly sedative effects coupled with Casey Jones’ heady euphoria. The terpene profile is tart and earthy while retaining an herbaceous spice upon combustion/vaporization. Enjoy Rainbow Jones later into the evening to assist with minor physical pain, depression, or restlessness.    ","Indica,Relaxed,Talkative,Uplifted,Happy,Aroused,Diesel,Sweet,Grape"
