name,description,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted,Hybrid,Indica,Sativa
Pink Panties,"The clone-only Pink Panties strain was first cultivated in 2011 by former Cookie Family grower Mr. Sherbinski. 

It’s an Indica-leaning cross between an OG Kush mother and a Burmese Blackberry Kush father. The strain has diverse genetics and shares a familial association to landrace varieties that are high in CBD. According to tests performed by Phylos Bioscience, it’s closely related to OG Kush, and shares some genetic traits found in Berry strains and hemp. Phylos also found a high degree of genetic variation.

",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pink Rozay,"If you're looking for a potent THC powerhouse, Pink Rozay, which can clock in at up to 25 percent THC, is a winner. A hybrid from the breeders at Cookies, this cross of Lemonchello 10 and LPC75 has a distinct fruity scent and is know for delivering a cheerful (but strong) head high with more mellow, relaxed effects on the body.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Pink Starburst,"Pink Starburst is a three-way cross of AJ’s Sour Diesel, Underdawg OG, and DJ Short’s Blueberry from breeder Anesia Seeds. The breeder team aimed to create the perfect combination of high THC, heavy yields, and sweet flavor. The result, named after the sweet-and-sour candy, smells and tastes just like its namesake and sports 27% THC, according to the breeder. Some online sources report THC levels greater than 32%.

",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Platinum Cookies,"Platinum Cookies, also known as Platinum GSC, is a cross of OG Kush and Durban Poison. 

The strain is reported to grow to a medium height, producing average-size yields of dense, green and purple buds with white crystal trichomes in a flowering period of 56 to 63 days. Platinum Cookies can be grown either indoors or outdoors, and tends to thrive in a dry, Mediterranean climate. ",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
Platinum GSC,"Platinum GSC is reportedly a phenotype of GSC (formerly known as Girl Scout Cookies), and a cross of Durban Poison and OG Kush. Other GSC phenotypes include Thin Mint Cookies and the GSC “Forum cut,” named for its exclusive use among online breeder networks.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Platinum Kush,"Platinum Kush, also known as Platinum OG, is a West Coast staple that first emerged in the early 1990s as a hybrid of Master Kush with the landrace Afghani. Sources speculate that the strain is instead a cross of OG Kush and Afghani, and different varieties with the same name may exist on the market.

At full maturity, Platinum Kush is a squat, bushy plant with wide, dark leaves and medium-sized buds. Its flower tends to be densely packed, colored with orange hairs and resinous trichomes. Platinum Kush is known for its hardiness, making a suitable crop for either indoor or outdoor growing, even in colder climates. The strain flowers in 8-9 weeks indoors and late September outdoors in the Northern Hemisphere, March in the Southern Hemisphere.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Platinum OG,"Platinum OG, also called Platinum Kush, is an Indica-leaning strain bred by the Northern California-based Apothecary Genetics. The strain is reportedly a cross of Master Kush, OG Kush, and a third strain of the purps variety – which some believe to be Mendocino Purps, though this is unconfirmed. Apothecary Genetics currently lists their Platinum OG strain as an inbred backcross line (IBL) with an OG Kush male. ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Pootie Tang,"Pootie Tang is reportedly a cross of LA Kush, an Indica-leaning hybrid, and Tang Tang, a racy sativa-dominant strain derived from a Blue Sonja backcross. The strain was originally bred in 2012 by New House Seed Co., a joint venture between two Colorado-based growers, Tierra Rojo and Paco.

The purported flavor and aroma of this strain are predominantly earthy, and the strain is reported to give users an energetic high and stimulate the appetite.  Pootie Tang won third place for Best Colorado Sativa at the 2015 High Times Cannabis Cup in Denver. Highly sought after in Colorado, Pootie Tang is reportedly hard to find outside of the state.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
Pot of Gold,"Pot of Gold is a cross of Hindu Kush and Skunk #1 created by breeders at The Flying Dutchmen. It features a sweet, hash taste and and matching pungent aromas. Lab tests report an average of 15% THC, according to clone nursery The Three Jesters.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
Pre-98 Bubba Kush,"Going way back to the ’90s, when grunge was the music and Bubba Kush was the weed of choice, an unknown breeder mixed up some old-school strains, perhaps OG Kush, West Coast Dawg, and Old World Kush, to create Pre-98 Bubba Kush. 

According to several online seed banks, Pre-98 Bubba Kush is indica-leaning and has an earthy, coffee flavor profile. A few breeders have their own purported versions of ll Pre-98 Bubba Kush, but they are just backcrosses of the classic Bubba Kush.

",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Presidential Kush,"Created by DNA Genetics in Amsterdam, Presidential Kush is a hybrid of OG Kush x Lemon Skunk reported to deliver creeping body-high effects and a complex earthy-citrus flavor profile. Depending on how it’s ground and whether or not it’s combusted when consumed, Presidential Kush’s flavor may reportedly lean either earthy and spicy, or piney and citrusy.

",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Pure Kush,"Pure Kush, also called Pure OG, is a cultivar with various origins. Some say it is another name for the landrace Hindu Kush, while others believe it's an OG Kush phenotype propagated by the folks at Green House Seeds. Regardless, this king of Kush boasts signature earthy, piney aromas and the stoney, couch-locked experience for which Kush indicas are known.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Purple Alien OG,"Purple Alien OG is reportedly a cross of Tahoe OG with Alien Kush, created by unknown breeders. 

With an indica-leaning lineage, this strain is known for its modest THC levels of about 15% and tendency to produce relaxing effects when consumed. ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Purple Bud,"Purple Bud by Sensi Seeds
The Dutch breeder Sensi Seeds created its Purple Bud by crossing a trio of legendary strains, Afghani #1, Hindu Kush, and Purple Kush. This indica-leaning strain has deep purple buds that shimmer with trichomes and have a sweet and earthy flavor profile.
 
Purple Bud’s indica lineage is evident by its short and compact plant size, show in the relatively quick flowering time of eight weeks, and sturdy structure. The breeder claims that Purple Bud has heavy yields when given extra care and that exposure to cooler temperatures late in the growing stage will enhance the purple coloring.


Purple Bud by Seedsman
The breeder Seedsman created its Purple Bud in Oregon by using a Purple Skunk strain, but isn’t disclosing which one. According to the breeder, this sativa-leaning version of Purple Bud Seedsman says it has about 18.3% THC and a fruity flavor profile.

The bud has pink and purple highlights when grown in moderate climates and a more blackish purple in cooler climates. Purple Bud also sports loads of glistening trichomes and curly orange stigma hairs.

Purple Bud from Seedsman is easy to grow indoors or outdoors, flowering in about nine weeks. If grown outside in the Northern Hemisphere, Purple Bud is ready to harvest in early October. If grown outside in the Southern Hemisphere, this strain should be ready to harvest in early-to-mid April.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Purple Candy,"Purple Candy is a sweet treat with a somewhat confusing origin story. While most online sources claim BC Bud Depot created the cultivar as a cross of BC Sweet Tooth and Mendocino Purps, BC Bud Depot themselves denies this is true. The genuine breeders, reportedly, are the folks at Smoke A Lot Seeds, who combined Godzilla Grape with the offspring of Purple Wreck and OG Kush.

Purple Candy boasts fragrances and flavors true to its name, with a sugary sweet taste and a terpene profile of earthy fruit. The purple in its name refers to the brilliant violet-hued buds produced by exposing Purple Candy to lower temperatures later in its growing cycle.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Purple Diesel,"Purple Diesel is a Cali Connection creation, bred from a Pre-98 Bubba female pollinated by an Original Sour Diesel male. This colorful hybrid features purple, olive, and orange-hued buds that refract light with plentiful trichomes.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Purple Haze,"Purple Haze is a cultivar with uncertain origins. Its name first appeared around the time that purple LSD caps -- also called Purple Haze -- were sold in the 1960s and 70s. The potent flower earned the name thanks to its vividly violet buds and trichome density. 

According to Sam the Skunkman, the strain originated in Colombia, a phenotype of the standardized Haze cultivar he bred during that time frame. 

Purple Haze is one of several Original Haze phenotypes to descend from stabilized Columbian seeds that were cultivated by the Haze Brothers, according to Royal Queen Seeds. Purple Haze became the most popular of these phenotypes, leading to several hybrids and variations over the following decades. 


",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Purple Lotus,"Purple Lotus is a rare and sought-after strain created by breeder Master Thai. A serendipitous discovery, Purple Lotus is a descendent of Turkey and Purple Mendo that leans into its pine aroma and skunky flavor. This highly potent Indica-dominant strain reportedly starts by inducing euphoria before settling into a deeply relaxed state.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Purple Punch,"A cross between Granddaddy Purple and Larry OG, the original Purple Punch strain was claimed to be bred by the Hawaiian breeders at Supernova Gardens. Regardless of its origins, Purple Punch has made its way into the hands of the world’s most renowned growers, such as the Los Angeles-based Jungle Boys. With an aroma of blueberries and grape soda, this indica-leaning strain might sound sweet, but it also tends to pack a potent punch, with some strains reportedly carrying THC levels that range between 20% to 25%.   

",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Purple Tangie,"Like the tangerines that the name evokes, Purple Tangie is bursting with citrus freshness and floral undertones. Of mysterious origins, Purple Tangie won first place in the category of Best Medical Sativa Concentrate in the 2016 High Times Cannabis Cup. Some users note feeling productive and mentally uncluttered after smoking the THC-high (22%) Purple Tangie.",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Purple Trainwreck,"Purple Trainwreck (also called Purple Wreck) is a cross of Mendocino Purps, also known as Mendo Purps, and Trainwreck bred by the Humboldt Seed Organization in Northern California. 

Purple Trainwreck tends to produce cerebral, psychotropic effects that taper off into a heavily relaxing high. Giving off a spicy citrus scent, this popular purple strain has a flavor profile described as a fusion of lemon, pine, and lavender.
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
Purple Urkle,"Not much is known about Purple Urkle’s origin story, except that it first appeared in the 1980s. Some online sources claim that the cultivar’s heritage can be traced back to Mendocino Purps, a well-known cannabis strain produced in Northern California’s Emerald Triangle. Others speculate that Purple Urkle could be a phenotype of either Mendocino Purps or Granddaddy Purple. Regardless of its origin, Purple Urkle’s resplendent purple coloring, due to a healthy amount of anthocyanins, undoubtedly contributed to its name.

Lab tests indicate larger percentages of the terpene myrcene contribute to Purple Urkle’s earthy, musky aromas, while the presence of alpha-pinene counteract the terpene’s more sedative effects. Users compliment Purple Urkle for its berry flavors and its impressive THC content, which clocks in between 17-22%, depending on grow conditions. 


",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Rainbow,"Rainbow is a combination of Dancehall with Blueberry created by Spain-based Lifetime Seeds. The strain is so-named for its brilliant combination of orange hairs; purple, green, and blue coloring; and yellow-green leaves. Rainbow emits a strong citrus smell layered with an incense-like spice, while the smoke tastes like a plate of spiced fruit.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
Rainbow Sherbet,"Rainbow Sherbet (also spelled Sherbert) is a combination of Champagne and Blackberry bred by the team at Apothecary Genetics. The cultivar is named for its notes of berries and herbs as well as the buzzy, bubbly mood it reportedly provides on consumption. Online sources describe the strain as relatively potent with THC levels of 20-22%.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Red Congolese,"This 100% pure sativa strain won 3rd place in 2013 for overall best at the High Times’ Cannabis Cup. Red Congolese offers moderate THC levels (averaging 18% to 20%) and can deliver tingling, elated sensations. 

Though the name evokes African origins, Red Congolese originated in California from a blend of Mexican and Afghan roots. Perhaps these global origins lend Red Congolese its decidedly earthy flavor profile. Red Congolese is sometimes mistaken for Congolese Red by SnowHigh Seeds, but the two strains are distinct.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Red Diesel,"Red Diesel is a creation of the Amsterdam-based seed bank Barney’s Farm, which crossed NYC Diesel with California Orange to form this cerebrally stimulating sativa-leaning bud. 

Pulling from its ancestors, Red Diesel carries an aroma of sweet orange and diesel fuel, translating into a flavor that the breeder described as earthy, citrusy, and all-around dank. One sample of Red Diesel analyzed by the cannabis testing lab MCR Labs had THC levels of 19.49%, along with a notable presence of myrcene, limonene, and other terpenes. 

",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Remedy,"Remedy is a high-CBD strain reportedly created by CBD Crew, a collaboration between Mr. Nice and Resin Seeds, the creator of the famed Cannatonic strain. The breeders developed Remedy by crossing a Cannatonic female with an Afghan and Skunk male from Mr. Nice. The strain, originally called Z7, has a 28:1 CBD-to-THC ratio, according to online sources testing at 14% CBD and 0.5% THC. It has a woody, sweet flavor profile.

",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Romulan,"Romulan, a cultivar named for the famous “Star Trek” species, is a cultivar with mysterious origins. Breeder boards speculate that the flower was created by a breeder named Romulan Joe (formerly Mendocino Joe), a Vietnam veteran who was a founder of the Trinity grow scene in Northern California. Romulan Joe allegedly gave a clone of Romulan to Federation Seeds in British Columbia, who used White Rhino to crossbreed and stabilize Romulan at a purported 97% identical to the original strains.

Romulan is said to be a descendent of Afghani landrace strains, often included in a group of cultivars in the 1980s called Blue Indicas. Breeders can get their hands seeds on this purple-colored flower, thanks to its anthocyanin content, from Federation Seeds and Next Generation Seeds. 

Lab tests report Romulan’s THC content anywhere between 18-24%, which makes this cultivar a good choice for users seeking a more potent experience. Romulan won third prize for Best Non-Solvent Hash in the 2017 High Times Medical Cannabis Cup in Canada.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Rose Gold,"Breeder Archive Seeds claims it created Rose Gold, which is a cross of Pineapple Express and MoonBow #75, specifically for use in hash production. According to the breeder, Rose Gold contains an astounding 28% THC and has a fruity, tropical, earthy flavor profile.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Runtz,"Coming out of LA, this strain's candy-like smelling sweetness and colorful nugs lead to its naming. A mix of Zkittlez and Gelato #33, this strain has a smooth flavor that mostly matches the smell, with additional tropical and earthy hints. 

With a few different phenotypes, this hybrid strain can lean to either a more dominant sativa or indica. These nugs produce thick resin layers which make it extremely potent in any form. Perhaps that is why this strain is so elusive. Make sure to get your hands on this if you can; it'll have you feeling like a kid in a candy store.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
San Fernando Valley OG,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Sensi Star,"Sensi Star is a mid-’90s creation from Paradise Seeds in Amsterdam. Its exact lineage remains a mystery, though Paradise has revealed that the strain’s genetics lean heavily toward its Afghan heritage. This strain is the winner of more than a dozen awards, (including first place Bio at Highlife Cannabis Cup in 1999, third Place at the 2005 High Times Cannabis Cup, and first Hydro at High Life Cannabis Cup in 2010. 

Sensi Star grows short and dense with thick, dark-green leaves in a flowering time of 56 to 63 days. Its stonelike buds are heavily frosted with well-pronounced trichomes, delivering a metallic, minty-sweet flavor. Though an outdoor grow with plenty of sun will generally get the highest yields from Sensi Star, the strain’s compact size makes it great for indoor growing as well. It responds particularly well to Sea of Green (SOG) and Screen of Green (SCROG) systems, as its side branches can also be high-yielding. Paradise Seeds carries both regular and feminized Sensi Star seeds. 
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
SFV OG,"SFV OG - or San Fernando Valley OG - began as a phenotype of OG Kush. A grower named Swerve at Cali Connection Farms in Southern California’s San Fernando Valley bred it with an Afghani  from Homegrown Fantaseeds. The resulting strain takes its initials from its parent strain, as well as the abbreviated location of its seed bank. 

Breeders created the strain after selecting OG Kush for its earthy, lemony smell and sedating properties, which are the result of high levels of myrcene, limonene and caryophyllene.

The strain took 3rd place in the Indica category at the High Times Cannabis Cup in Amsterdam in 2012, and 1st place at the Denver Cannabis Cup that same year.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Shark Shock,"Shark Shock is a combination of legendary parents Black Widow (a backcrossed White Widow) and Skunk #1 created by breeder Mr. Nice Seedbank. Both parent strains originate from landrace cultivars sourced worldwide. Shark Shock tastes of sweet and sour fruit with a matching terpene profile. Amsterdam Seed Center reports cannabinoid levels of more than 20% THC for this strain.
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Sherbet,"Also known as Sherbert or Sunset Sherbert, this strain is an Indica-leaning hybrid that crosses a female GSC (Girl Scout Cookies) with a Pink Panties male. 

Sherbert was accidentally produced in San Francisco Bay when Mr. Sherbinski introduced a male Pink Panties into a room of GSC he was growing at his grandmother's house.

Sherbet was the 3rd-place winner at the 2017 Amsterdam Cannabis Cup for best Coffeeshop Flower.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
Silver Haze,"A classic commercial “Sativa” strain, Silver Haze originates with breeders Scott Blakey (AKA Shantibaba), Howard Marks (AKA Mr. Nice), and Neville Schoenmaker, who retooled their Super Silver Haze strain — a hybrid of Skunk x Northern Lights x Haze — and called it Silver Haze when they left Greenhouse Seed Company. Today’s Silver Haze is a hybrid of Northern Lights #5 x Haze, bred by Sensi Seeds in Amsterdam, and sold as both feminized and non-feminized seeds. 

Silver Haze won the bronze for Best Sativa in the 2005 High Times Cannabis Cup while its closest relative, Super Silver Haze, has won countless awards. With THC levels averaging at 20-24%, Silver Haze is considered one of the most potent “Sativa” strains on the market. Its effects are frequently reported as heavily cerebral, uplifting, and energizing.
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Skywalker OG,"This strain, which reportedly originated in California, is a cross of Skywalker from Dutch Passion Seeds and OG Kush from JoshD Farms. 

",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Slimer,"Formerly known as Golden Ticket, Slimer (also called Slimer OG) is a sativa-dominant hybrid from MzJill Genetics in California cultivated from a cut of Chernobyl, itself a cross between Jack the Ripper and a phenotype of Trainwreck. 

Offering aroma and taste of citrus candy and fuel, Slimer grows resinous flowers and a gold color that turns burgundy. It’s said to produce a cerebral and euphoric high.",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Slurricane,"Bred by the team at In House Genetics, Slurricane is a cross of Dosidos and Purple Punch. The strain’s indica-dominant flowers feature a sugary coating, thanks go the OG and Grand Daddy Purple genetics in their lineage, both known as strains with high levels of trichomes.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Sour Amnesia,"Sour Amnesia was created by Amsterdam-based HortiLab Seeds as a combination of Sour Diesel and Amnesia. Per the breeders, Sour Amnesia averages between 15-22% THC and reeks of sour earth and diesel with matching, floral-tinged flavors. Consumers report more cerebral effects, with a euphoric afterglow that lasts for hours after consumption.",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Sour Apple,"A cross between an original Sour Diesel clone and a Cinderella 99 male, Sour Apple is a hybrid strain originally bred by Top Shelf Seeds. Sour Apple is usually distinguishable by its pronounced aromatic fusion of caramelized apples and diesel fuel. 

While the original cut of Sour Apple was reportedly only available as a clone, other purported variations have popped up in certain seed bank selections. Even Los Angeles-based cannabis farmers Jungle Boys have a Sour Apple cultivar in their arsenal. Boasting a sweet and skunky flavor profile, Sour Apple has energetic and euphoric effects typical of a sativa, despite some sources claiming that Sour Apple is an indica dominant strain. 

",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Sour Banana Sherbet,"Crockett Family Farms cut its own Sour Diesel with Banana Sherbet to create Sour Banana Sherbet. The strain has 18-24% THC content and a fruity petroleum flavor, according to seed bank Seeds Here Now. 

",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Sour Diesel,"Also known as Sour D and East Coast Sour Diesel (or ECSD,) Sour Diesel is a prolific strain with somewhat tumultuous origins. 

According to online sources, Sour Diesel gained prominence in New York in the mid-90s when breeder AJ (short for A**hole Joe,) accidentally pollinated a Chemdog 91 female with pollen from a Super Skunk he acquired during a trip to Amsterdam. The end result, Sour Diesel,  was reportedly named for the way it soured business relationships as it spread through New York’s underground cannabis market, causing rifts as it changed hands among growers. 

",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Sour Kush,"Sour Kush is a DNA Genetics creation, bred from a Sour Diesel female and OG Kush male. Pungent with both fuel and skunky citrus aromas, Sour Kush features a heavy-hitting potency that’s easily explained by its parentage and a hefty percentage of limonene.

",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
Sour Mango,"A reported cross between the classic sativa-leaning Sour Diesel and Mango Haze, which was bred by Mr. Nice Seeds, the original breeders of the seemingly rare Sour Mango strain remains a mystery. But as its name indicates, this well-balanced hybrid strain boasts a tropical aroma of rotten mangoes and diesel fuel.    

",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
